,Building ID,X36 NPV_x,Estimated Build Cost,Profit Including Build Cost,Latitude,Longitude,State,Number of Accounts,Street Address,Postal Code,Net Classification,Type
308,Bldg-507953,23399.87,40076.5,-16676.63,39.7376486,-105.15759540000002,CO,1,1726 Cole Blvd,80401,Fiber Only,Office - Multi Tenant
309,Bldg-111073,12679.91,29603.05,-16923.14,39.5635018,-104.870093,CO,1,8322 S Valley Hwy,80112,Type 2,Office - Multi Tenant
310,Bldg-158864,61601.98,78619.3,-17017.32,39.8634,-104.9855528,CO,1,9191 Grant St,80229,Fiber Only,Hospital
311,Bldg-509764,16785.51,34321.3,-17535.790000000005,39.7435404,-105.08098340000001,CO,1,1692 Wadsworth Blvd,80214,Fiber Only,Office - Single Tenant
312,Bldg-116748,11386.45,29257.45,-17871.0,39.75370170000001,-105.016198,CO,1,2460 W 26th Ave,80211,Fiber Only,Office - Multi Tenant
313,Bldg-482657,45656.88,63532.9,-17876.020000000004,39.7100691,-104.99326429999999,CO,2,301 S Cherokee St,80223,Fiber Only,Office - Multi Tenant
315,Bldg-116628,12046.41,30189.4,-18142.99,39.752464399999994,-104.99981340000001,CO,1,1660 17th St,80202,Fiber Only,Office - Multi Tenant
316,Bldg-116696,12047.16,30204.25,-18157.09,39.5866725,-104.8820317,CO,1,7200 S Alton Way,80112,Fiber Only,Office - Multi Tenant
317,Bldg-129532,45257.71,63437.8,-18180.090000000004,39.6807436,-104.823094,CO,1,14200 E Jewell Ave,80012,Fiber Only,Neutral Data Center
318,Bldg-131899,46392.71,64701.4,-18308.690000000002,39.7423471,-104.835487,CO,2,13123 E 16th Ave,80045,On-Net,Hospital
320,Bldg-506281,10859.13,29252.05,-18392.92,39.5651718,-104.8204277,CO,1,14150 Grasslands Dr,80112,Fiber Only,Office - Multi Tenant
321,Bldg-148822,21339.72,40371.1,-19031.379999999997,39.89543320000001,-105.1047539,CO,1,9300 W 108th Cir,80021,Fiber Only,Office - Single Tenant
322,Bldg-139734,10599.64,30077.8,-19478.16,39.5549069,-105.0093211,CO,1,1745 Shea Center Dr,80129,Fiber Only,Office - Multi Tenant
323,Bldg-111212,18826.15,38571.4,-19745.25,39.5993244,-104.897701,CO,1,7807 E Peakview Ave,80111,Fiber Only,Office - Multi Tenant
324,Bldg-107869,0.0,20298.4,-20298.4,39.725182700000005,-104.7732372,CO,1,18500 E 6th Ave,80011,Fiber Only,Office - Multi Tenant
325,Bldg-518548,9296.96,30015.7,-20718.74,39.770140999999995,-104.865776,CO,1,3700 Havana St,80239,Fiber Only,Office - Single Tenant
326,Bldg-514305,12238.51,32976.7,-20738.189999999995,39.7648102,-104.97849199999999,CO,1,3200 Walnut St,80205,Fiber Only,Office - Multi Tenant
327,Bldg-505691,11612.11,32462.2,-20850.09,39.796508200000005,-104.97891090000002,CO,1,610 E 55th Ave,80216,Fiber Only,Office - Multi Tenant
328,Bldg-117101,27303.09,48791.5,-21488.41,39.6313432,-104.9019738,CO,1,7601 Technology Way,80237,Fiber Only,Office - Multi Tenant
329,Bldg-508342,22550.3,44229.4,-21679.100000000002,39.654292100000006,-104.99848490000002,CO,1,3435 S Inca St,80110,Fiber Only,Office - Multi Tenant
330,Bldg-232076,9962.56,31644.7,-21682.14,39.7236867,-104.98642099999999,CO,1,475 Lincoln St,80203,Fiber Only,Office - Multi Tenant
331,Bldg-147487,12661.26,34484.65,-21823.39,39.7700294,-104.9040985,CO,1,3801 Quebec St,80207,Fiber Only,Office - Multi Tenant
332,Bldg-509492,32834.39,54668.2,-21833.809999999998,39.5680494,-105.00239669999999,CO,1,8199 Southpark Ln,80120,Fiber Only,Office - Multi Tenant
333,Bldg-141015,12541.55,34783.9,-22242.350000000002,39.8475236,-104.98045520000001,CO,1,500 E 84th Ave,80229,Fiber Only,Clinic
334,Bldg-138041,4463.11,26934.55,-22471.44,39.740916999999996,-104.98801329999999,CO,1,101 W Colfax Ave,80202,Fiber Only,Office - Multi Tenant
335,Bldg-225716,19309.07,42014.8,-22705.730000000003,39.597936,-104.980015,CO,1,711 E Euclid Ave,80121,Fiber Only,Elementary School
336,Bldg-456713,28642.08,51590.8,-22948.72,39.6035949,-104.89608009999999,CO,1,6251 Greenwood Plaza Blvd,80111,Fiber Only,Office - Multi Tenant
337,Bldg-292154,9346.66,34078.75,-24732.09,39.738226,-104.993629,CO,1,450 W 14th Ave,80204,Fiber Only,Cell Site
338,Bldg-225698,56126.85,81534.1,-25407.250000000007,39.823215999999995,-104.995,CO,1,660 W 70th Ave,80221,Fiber Only,Middle School
339,Bldg-502600,20801.29,46293.7,-25492.409999999996,39.6440953,-105.0294875,CO,1,3201 W Oxford Ave,80236,Fiber Only,Local/State Government
340,Bldg-484609,10922.24,36799.9,-25877.660000000003,39.923412400000004,-105.09006140000001,CO,1,569 US-287,80020,Fiber Only,Office - Multi Tenant
341,Bldg-108759,14046.95,40433.8,-26386.850000000002,39.60122570000001,-104.89254369999999,CO,1,6363 S Fiddlers Green Cir,80111,Fiber Only,Office - Multi Tenant
342,Bldg-132297,47110.59,73871.8,-26761.210000000006,39.7863,-104.965,CO,1,5885 E Stapleton Dr N,80216,Fiber Only,Office - Multi Tenant
343,Bldg-142990,0.0,27700.9,-27700.9,39.611744,-104.89038799999999,CO,1,5800 DTC Pkwy,80111,Fiber Only,Office - Multi Tenant
344,Bldg-387800,100464.25,128274.7,-27810.449999999997,39.6481626,-105.0676203,CO,2,3800 S Pierce St,80235,Fiber Only,Office - Multi Tenant
346,Bldg-497920,12738.23,41356.6,-28618.37,39.563561799999995,-104.81503520000001,CO,1,8401 S Chambers Rd,80134,Fiber Only,Office - Multi Tenant
347,Bldg-158868,27288.51,56267.8,-28979.290000000005,39.7324661,-104.93214540000001,CO,1,4700 Hale Pkwy,80220,Fiber Only,Hospital
348,Bldg-158867,29813.54,59564.8,-29751.260000000002,39.7321598,-104.93410940000001,CO,1,4567 E 9th Ave,80220,Fiber Only,Hospital
349,Bldg-484671,12353.71,44179.9,-31826.190000000002,39.5516171,-104.8734186,CO,1,10004 Park Meadows Dr,80124,Fiber Only,Office - Multi Tenant
350,Bldg-160843,13077.34,45419.5,-32342.16,39.540514,-104.944891,CO,1,3775 Grace Blvd,80126,Fiber Only,High School
351,Bldg-117193,17341.66,50050.3,-32708.640000000003,39.739515999999995,-105.153636,CO,1,1536 Cole Blvd,80401,Fiber Only,Office - Multi Tenant
352,Bldg-460226,25623.56,58811.8,-33188.240000000005,39.743321200000004,-105.07001890000001,CO,1,1600 Pierce St,80214,Fiber Only,Office - Multi Tenant
353,Bldg-178742,44598.8,80505.4,-35906.59999999999,39.7742983,-104.7965557,CO,1,4343 Airport Way,80239,Fiber Only,Hotel & Inn
354,Bldg-244171,32958.89,70088.8,-37129.91,39.64777,-105.08851100000001,CO,1,7862 W Mansfield Pkwy,80235,Fiber Only,High School
355,Bldg-513286,18022.78,55274.8,-37252.020000000004,39.7647924,-104.7620053,CO,1,3503 N Windsor Dr,80011,Fiber Only,Office - Multi Tenant
356,Bldg-423440,54899.67,93393.1,-38493.43000000001,39.650926500000004,-105.035001,CO,1,3601 S Lowell Blvd,80236,Fiber Only,High School
357,Bldg-388392,57999.83,96493.6,-38493.770000000004,39.6900625,-104.9217743,CO,1,1460 S Holly St,80222,Fiber Only,Office - Multi Tenant
358,Bldg-362355,15509.28,54180.4,-38671.12,39.895799100000005,-105.13185120000001,CO,1,4 Brocade Pkwy,80021,Fiber Only,Office - Multi Tenant
359,Bldg-241832,0.0,38893.0,-38893.0,39.71102020000001,-105.03536840000001,CO,1,3600 W Alameda Ave,80219,Fiber Only,Residential - Multi Tenant
360,Bldg-464012,22168.07,61481.5,-39313.43,40.580537,-105.08126299999999,CO,1,555 S Howes St,80521,Fiber Only,Office - Multi Tenant
361,Bldg-158869,69526.23999999999,109917.1,-40390.860000000015,39.527586,-104.872677,CO,2,10101 Ridgegate Pkwy,80124,Fiber Only,Hospital
363,Bldg-493580,14545.73,55640.8,-41095.07000000001,39.7756896,-105.16171340000001,CO,1,14452 W 44th Ave,80403,Fiber Only,Office - Multi Tenant
364,Bldg-511843,32495.12,73876.9,-41381.78,39.905997,-105.08845900000001,CO,1,8181 Arista Pl,80021,Fiber Only,Office - Multi Tenant
365,Bldg-511661,24463.68,66693.4,-42229.719999999994,39.5781245,-105.1341404,CO,1,7620 S Alkire Pl,80127,Fiber Only,Office - Multi Tenant
366,Bldg-146375,72272.34,115775.5,-43503.16,39.904959999999996,-105.07316499999999,CO,1,11525 Main St,80020,Fiber Only,Office - Single Tenant
367,Bldg-513081,19381.61,63051.4,-43669.79,39.8246571,-104.9841811,CO,1,7010 Broadway,80221,Fiber Only,Office - Multi Tenant
368,Bldg-136859,29988.17,73666.3,-43678.130000000005,39.734433,-105.20446100000001,CO,1,18201 W 10th Ave,80401,Type 2,Office - Multi Tenant
369,Bldg-483302,23021.29,68008.3,-44987.01,39.793647799999995,-104.85918249999999,CO,1,11101 E 53rd Ave,80239,Fiber Only,Office - Multi Tenant
370,Bldg-497913,7151.83,55858.3,-48706.47,39.729581,-105.0196513,CO,1,2607 W 8th Ave,80204,Fiber Only,Office - Multi Tenant
371,Bldg-517913,30605.1,79635.1,-49030.00000000001,39.5314749,-104.76602009999999,CO,1,10235 Parkglenn Way,80138,Fiber Only,Office - Multi Tenant
372,Bldg-416633,37736.53,87404.2,-49667.67,39.6455449,-105.03403829999999,CO,1,4000 S Lowell Blvd,80236,Fiber Only,High School
373,Bldg-440352,36110.26,86361.4,-50251.13999999999,39.7408718,-105.0898726,CO,1,8303 W Colfax Ave,80214,Fiber Only,Office - Multi Tenant
374,Bldg-490980,4566.17,57537.4,-52971.23,39.638144399999995,-104.9969179,CO,1,4320 S Huron St,80110,Fiber Only,Office - Multi Tenant
375,Bldg-242591,39358.32,92608.0,-53249.68,39.682248,-104.95933500000001,CO,1,1920 S University Blvd,80210,Fiber Only,Residential - Multi Tenant
376,Bldg-226278,76225.21,130160.8,-53935.59,39.744633,-104.322439,CO,2,56729 Colorado Ave,80136,Fiber Only,High School
378,Bldg-198006,40765.48,97870.0,-57104.52,39.708414000000005,-104.92286000000001,CO,1,450 S Hudson St,80246,Fiber Only,Elementary School
379,Bldg-140120,41061.45,99856.6,-58795.15000000001,39.67566,-105.039929,CO,1,2250 S Quitman St,80219,Fiber Only,Middle School
380,Bldg-498093,25825.53,85898.2,-60072.67,39.6705739,-104.94180300000001,CO,1,2553 S Colorado Blvd,80222,Fiber Only,Office - Multi Tenant
381,Bldg-225730,56126.85,116487.1,-60360.25000000001,39.8366071,-104.9918664,CO,1,7700 Delta St,80221,Fiber Only,Elementary School
382,Bldg-132650,30134.71,94072.3,-63937.590000000004,39.7179468,-104.8026276,CO,1,16000 E CentreTech Pkwy,80011,Fiber Only,College/University
383,Bldg-491006,18703.7,88852.0,-70148.3,39.777518799999996,-105.1110593,CO,1,10140 W 44th Ave,80033,Fiber Only,Office - Multi Tenant
384,Bldg-251748,54470.77,134993.5,-80522.73000000001,39.8797,-104.925873,CO,2,5107 E 100th Ln,80229,Fiber Only,Office - Single Tenant
386,Bldg-435230,77508.56,158653.0,-81144.44,39.90101129999999,-105.07565759999999,CO,1,11251 Reed Way,80020,Fiber Only,High School
387,Bldg-232267,55306.47,137293.9,-81987.43,39.8795305,-104.9255919,CO,1,5701 E 100th Ln,80229,Fiber Only,Office - Multi Tenant
388,Bldg-111813,11517.58,96504.4,-84986.81999999999,39.7114774,-104.7731836,CO,2,84 N Aspen St,80011,Type 2,Local/State Government
390,Bldg-493781,27630.1,127487.5,-99857.4,39.8623982,-105.0683554,CO,1,9168 Marshall Pl,80031,Fiber Only,Office - Single Tenant
391,Bldg-224312,49892.04,149794.3,-99902.25999999998,39.7882947,-105.1779726,CO,1,15975 W 50th Ave,80403,Fiber Only,Elementary School
392,Bldg-480298,21314.23,122189.8,-100875.57,39.9243453,-105.0300468,CO,1,12632 James Cir,80020,Fiber Only,Office - Single Tenant
393,Bldg-505039,9739.71,122086.3,-112346.59,39.70506029999999,-104.99969479999999,CO,1,641 S Jason St,80223,Fiber Only,Office - Multi Tenant
394,Bldg-131862,24337.06,148195.3,-123858.23999999999,39.718886,-105.13145700000001,CO,1,200 Union Blvd,80228,On-Net,Office - Single Tenant
395,Bldg-436208,8797.3,147841.0,-139043.7,39.5596101,-104.9412703,CO,2,8620 S Colorado Blvd,80126,On-Net,Office - Multi Tenant
397,Bldg-233193,81255.52,256429.9,-175174.38,39.784748,-104.7674,CO,1,4856 Andes Ct,80249,Fiber Only,Office - Single Tenant
398,Bldg-519465,22118.19,201869.5,-179751.31,39.766995,-105.088445,CO,1,3550 Lutheran Pkwy,80033,Fiber Only,Clinic
399,Bldg-475215,8309.57,204694.9,-196385.33,39.5196782,-104.767264,CO,1,10851 S Crossroads Dr,80134,Fiber Only,Office - Multi Tenant
400,Bldg-514303,12181.69,219671.5,-207489.81,39.814944,-105.16226100000002,CO,1,14401 W 65th Way,80004,Fiber Only,Private Data Center
401,Bldg-497917,28925.43,288117.7,-259192.27000000002,39.85535479999999,-105.04869450000001,CO,1,8758 Wolff Ct,80031,Fiber Only,Office - Single Tenant
402,Bldg-224314,25764.83,680473.0,-654708.17,39.65668,-105.197131,CO,1,17199 Highway 74,80465,Fiber Only,Elementary School
403,Bldg-226220,77711.70999999999,892624.3,-814912.5900000001,39.7072007,-104.2175558,CO,2,444 E Front St,80103,Fiber Only,High School
0,Bldg-386004,392308.73,62026.25,330282.48,32.9026401,-97.08749959999999,TX,7,625 Westport Pkwy,76051,Fiber Only,Retail - Single Tenant
7,Bldg-118398,277511.02,25200.6,252310.42,32.83254,-97.04428,TX,1,14850 FAA Blvd,76155,Stubbed,Carrier POP
8,Bldg-293930,254597.78999999998,19360.2,235237.58999999997,32.888014299999995,-96.96456059999998,TX,3,5601 N MacArthur Blvd,75038,Fiber Only,Office - Single Tenant
11,Bldg-139825,262124.91,29809.8,232315.11000000002,32.8078387,-96.85769920000001,TX,16,3004 Irving Blvd,75247,Fiber Only,Neutral Data Center
27,Bldg-366026,260224.38,37675.0,222549.38,32.90477,-96.458671,TX,1,901 W Yellow Jacket Ln,75087,Fiber Only,High School
28,Bldg-409262,186626.9,32127.0,154499.9,32.787572999999995,-96.802413,TX,5,1900 N Akard St,75201,Fiber Only,Office - Multi Tenant
34,Bldg-193775,191620.29,44934.0,146686.29,32.949550099999996,-96.83735240000001,TX,6,4215 Beltwood Pkwy,75244,Fiber Only,Neutral Data Center
40,Bldg-122313,159968.44,25655.4,134313.04,32.9542,-96.70815,TX,4,400 International Pkwy,75081,Fiber Only,Neutral Data Center
44,Bldg-482540,155595.36,22698.0,132897.36,32.9464324,-96.82426099999999,TX,8,14675 Dallas Pkwy,75254,Fiber Only,Office - Multi Tenant
52,Bldg-519611,140673.08000000002,12000.0,128673.08000000002,32.7679161,-97.2599932,TX,2,5657 E 1st St,76103,Fiber Only,Office - Single Tenant
54,Bldg-133343,132707.85,37752.0,94955.85,32.9811778,-96.85293850000001,TX,9,2500 Marsh Ln,75006,Fiber Only,Office - Multi Tenant
63,Bldg-436202,112230.27,19850.4,92379.87,33.0876163,-96.82086690000001,TX,7,5830 Granite Pkwy,75024,Fiber Only,Office - Multi Tenant
70,Bldg-349216,118813.90999999999,31347.0,87466.90999999999,33.008123,-96.7590852,TX,5,601 Data Dr,75075,Fiber Only,Cell Site
75,Bldg-223452,213535.15,126971.25,86563.9,32.8381753,-96.9824789,TX,1,2621 W Airport Fwy,75062,Fiber Only,High School
76,Bldg-109817,127005.82999999999,40593.0,86412.82999999999,32.8669123,-96.9393816,TX,3,220 E Las Colinas Blvd,75039,Fiber Only,Office - Multi Tenant
79,Bldg-116481,107293.44,24060.0,83233.44,32.786722,-96.7949548,TX,4,600 N Pearl St,75201,Type 2,Office - Multi Tenant
83,Bldg-512070,93973.26,12000.0,81973.26,32.5708615,-96.8240527,TX,1,1129 Meadow St,75115,Fiber Only,High School
84,Bldg-126281,110020.54999999999,29082.25,80938.29999999999,32.923671999999996,-96.797747,TX,2,6250 Lyndon B Johnson Fwy,75240,Fiber Only,Office - Single Tenant
87,Bldg-367630,102584.18,22423.2,80160.98,33.0756399,-96.8103605,TX,3,5360 Legacy Dr,75024,Fiber Only,Office - Multi Tenant
90,Bldg-161504,103524.51,24738.5,78786.01,32.966202,-96.8203615,TX,1,15950 Dallas Pkwy,75248,Fiber Only,Office - Multi Tenant
91,Bldg-490895,124308.01000000001,51937.5,72370.51000000001,32.9414893,-96.7455085,TX,4,808 S Central Expy,75080,Fiber Only,Office - Multi Tenant
95,Bldg-448399,111781.06,41021.5,70759.56,32.998408399999995,-96.9914661,TX,4,2705 Denton Tap Rd,75067,On-Net,Office - Single Tenant
99,Bldg-524196,80645.72,12000.0,68645.72,32.728322,-97.104738,TX,2,E Mitchell St & S Mesquite St,76010,Fiber Only,Office - Multi Tenant
101,Bldg-435500,99659.62,33136.5,66523.12,32.7749,-96.8095,TX,2,300 Reunion Blvd E,75207,Fiber Only,Office - Multi Tenant
103,Bldg-483351,118025.47,52022.0,66003.47,32.8423979,-96.7694745,TX,2,4500 Greenville Ave,75206,Fiber Only,Office - Single Tenant
105,Bldg-519376,77644.36,12000.0,65644.36,32.693909000000005,-96.89919,TX,1,4009 Joseph Hardin Dr,75236,Fiber Only,High School
106,Bldg-133623,102795.98999999999,37418.4,65377.58999999999,32.8351169,-97.047606,TX,4,4950 Amon Carter Blvd,76155,Type 2,Office - Single Tenant
110,Bldg-173851,153455.62,91908.25,61547.369999999995,32.9547613,-97.0637098,TX,1,1501 Gaylord Trl,76051,Fiber Only,Hotel & Inn
111,Bldg-511913,64337.63,12000.0,52337.63,32.935821000000004,-97.190267,TX,1,100 River Oaks Dr,76092,Fiber Only,Office - Multi Tenant
112,Bldg-488090,59632.81,12000.0,47632.81,32.9188554,-97.31110109999999,TX,1,9800 Hillwood Pkwy,76177,Fiber Only,Office - Multi Tenant
113,Bldg-507862,59334.51,12000.0,47334.51,32.9858208,-96.7470083,TX,2,1210 Integrity Dr,75080,Fiber Only,Neutral Data Center
115,Bldg-493546,87061.47,40591.0,46470.47,32.9287513,-96.98975970000001,TX,3,8951 Cypress Waters Blvd,75019,Fiber Only,Office - Multi Tenant
118,Bldg-137162,126728.04000000001,80650.0,46078.04000000001,32.942646999999994,-96.839489,TX,3,14131 Midway Rd,75001,Fiber Only,Office - Multi Tenant
121,Bldg-505924,56533.02,12000.0,44533.02,32.6525206,-97.3190075,TX,1,100 Altamesa Blvd E,76134,Fiber Only,Hotel & Inn
122,Bldg-498144,69632.65,26112.0,43520.649999999994,32.9570088,-96.8402406,TX,1,4130 Lindbergh Dr,75001,Fiber Only,Office - Multi Tenant
123,Bldg-514623,69723.41,26301.6,43421.810000000005,32.9247729,-96.9851346,TX,5,2900 Ranch Trl,75063,Fiber Only,Office - Multi Tenant
128,Bldg-487718,110431.31,68982.25,41449.06,32.947447499999996,-96.8352437,TX,2,Maxim,75244,Fiber Only,Office - Multi Tenant
130,Bldg-502630,72599.82,32426.5,40173.32000000001,32.909869,-96.989857,TX,2,3232 W Royal Ln,75063,Fiber Only,Office - Multi Tenant
132,Bldg-125985,79831.76,40442.25,39389.509999999995,33.081795299999996,-96.83192509999999,TX,4,6501 Legacy Dr,75024,Fiber Only,Office - Multi Tenant
136,Bldg-487021,48976.39,12000.0,36976.39,32.9090949,-96.817138,TX,1,5232 Forest Ln,75244,Fiber Only,Office - Multi Tenant
137,Bldg-511488,48386.16,12000.0,36386.16,32.583501,-97.3179862,TX,1,12001 South Fwy,76028,Fiber Only,Office - Multi Tenant
138,Bldg-461114,60376.56999999999,25673.75,34702.81999999999,32.911197200000004,-96.8760428,TX,2,3030 LBJ FRWY,75234,On-Net,Cell Site
140,Bldg-519997,45250.9,12000.0,33250.9,32.71448,-97.1707128,TX,1,4025 Woodland Park Blvd,76013,Fiber Only,Office - Multi Tenant
141,Bldg-524021,44248.19,12000.0,32248.190000000002,32.9098096,-96.9628887,TX,1,1115 Kinwest Pkwy,75063,Fiber Only,Office - Multi Tenant
142,Bldg-332348,62181.34999999999,30216.6,31964.749999999993,32.994026,-96.7486045,TX,4,3000 Synergy Park Blvd,75080,Fiber Only,Office - Single Tenant
146,Bldg-480706,57386.57,25758.25,31628.32,32.862664,-96.9396287,TX,4,300 E John Carpenter Fwy,75062,Fiber Only,Office - Multi Tenant
150,Bldg-228351,53351.95,21955.8,31396.149999999998,32.8593556,-96.93271120000001,TX,1,545 E John Carpenter Fwy,75062,Fiber Only,Office - Multi Tenant
151,Bldg-507864,42972.8,12000.0,30972.800000000003,32.84259,-97.11431,TX,1,2208 Highway 121,76021,Fiber Only,Office - Multi Tenant
152,Bldg-140641,65381.41,34542.0,30839.410000000003,32.997513500000004,-97.00224720000001,TX,2,2501 S State Hwy 121 - Bldg 1,75067,Fiber Only,Neutral Data Center
154,Bldg-388719,64643.79,35502.0,29141.79,32.791151,-96.805933,TX,2,1918 N Olive St,75201,Fiber Only,Residential - Multi Tenant
156,Bldg-519134,40996.38,12000.0,28996.379999999997,32.8421349,-96.78750840000001,TX,1,6201 Hillcrest Ave,75205,Fiber Only,Office - Multi Tenant
157,Bldg-524226,40295.24,12000.0,28295.239999999998,32.660584899999996,-97.4078145,TX,1,6055 Ridgecrest Trl,76132,Fiber Only,Office - Multi Tenant
158,Bldg-496033,39781.27,12000.0,27781.269999999997,32.9444266,-97.0301277,TX,1,2611 Regent Blvd,75063,Fiber Only,Office - Multi Tenant
159,Bldg-508120,39454.01,12000.0,27454.010000000002,32.950374100000005,-97.1186713,TX,1,2011 Kirkwood Blvd,76092,Fiber Only,Office - Multi Tenant
160,Bldg-147671,55515.56,29057.5,26458.059999999998,32.774509,-96.8006052,TX,3,650 S Griffin St,75202,Fiber Only,Office - Multi Tenant
163,Bldg-382669,59511.17999999999,33501.0,26010.179999999993,32.777329200000004,-96.80621009999999,TX,2,311 N Market St,75202,On-Net,Office - Multi Tenant
165,Bldg-133530,64222.02,39602.4,24619.619999999995,32.9991097,-96.72738290000001,TX,2,500 W Renner Rd,75080,Fiber Only,Office - Multi Tenant
167,Bldg-498029,45926.009999999995,21967.2,23958.809999999994,32.7924704,-96.8071084,TX,3,2610 N Harwood St,75201,Fiber Only,Office - Single Tenant
170,Bldg-504985,37118.74,15702.0,21416.739999999998,32.613102399999995,-96.8236936,TX,0,1307 N Beckley Ave,75115,On-Net,Hotel & Inn
171,Bldg-391697,56196.64,36405.6,19791.04,32.780764399999995,-97.0274984,TX,3,2404 N Carrier Pkwy,75050,Fiber Only,Office - Multi Tenant
174,Bldg-506831,31218.53,12000.0,19218.53,32.6648866,-97.42237220000001,TX,1,5760 Bryant Irvin Rd,76132,Fiber Only,Retail - Single Tenant
175,Bldg-136985,33746.94,14728.8,19018.140000000003,32.959364,-97.026251,TX,2,600 S Royal Ln,75019,Fiber Only,Office - Multi Tenant
177,Bldg-356161,73108.34,55026.5,18081.839999999997,32.9308532,-96.99995329999999,TX,2,240 Dividend Dr,75019,Fiber Only,Cell Site
179,Bldg-116486,38081.95,20023.8,18058.149999999998,32.7844257,-96.8002512,TX,2,500 N Akard St,75201,Fiber Only,Office - Multi Tenant
181,Bldg-513239,38362.59,21064.8,17297.789999999997,32.752410999999995,-97.331326,TX,1,717 Throckmorton St,76102,Fiber Only,Office - Multi Tenant
182,Bldg-502629,42033.350000000006,25296.5,16736.850000000006,32.9800112,-97.2567218,TX,2,4900 Alliance Gateway Fwy,76177,Fiber Only,Office - Multi Tenant
184,Bldg-133508,43658.0,27175.5,16482.5,32.935867,-97.01786750000001,TX,4,5101 Statesman Dr,75063,On-Net,Office - Single Tenant
188,Bldg-109801,36497.530000000006,20115.0,16382.530000000006,32.777834000000006,-96.8032939,TX,2,900 Jackson St,75202,Fiber Only,Office - Multi Tenant
190,Bldg-514199,27428.51,12000.0,15428.509999999998,32.9576851,-96.8574806,TX,1,2727 Realty Dr,75006,Fiber Only,Office - Multi Tenant
191,Bldg-115205,34943.98,20152.8,14791.180000000004,32.830333,-96.912924,TX,1,2222 E Grauwyler Rd,75061,Fiber Only,Neutral Data Center
192,Bldg-361517,44552.229999999996,30675.6,13876.629999999997,32.810027399999996,-96.806286,TX,2,3333 Welborn St,75219,On-Net,Office - Multi Tenant
194,Bldg-129569,27491.02,14217.0,13274.02,32.779773,-96.799302,TX,1,211 S Akard St,75202,Fiber Only,Office - Multi Tenant
195,Bldg-135350,107881.44,95019.75,12861.690000000002,32.6874184,-97.40125859999999,TX,2,4160 International Plz,76109,Fiber Only,Neutral Data Center
197,Bldg-159040,43772.08,30919.0,12853.080000000002,32.8982888,-96.95978829999999,TX,1,6565 N MacArthur Blvd,75039,Fiber Only,Hospital
198,Bldg-457363,24743.83,12000.0,12743.830000000002,32.8217445,-97.231702,TX,1,7001 Boulevard 26,76180,Fiber Only,Office - Multi Tenant
199,Bldg-126458,31295.83,18759.6,12536.230000000003,32.923212,-96.7714518,TX,2,12770 Merit Dr,75251,Fiber Only,Office - Multi Tenant
201,Bldg-237803,94709.8,82216.25,12493.550000000003,32.86768,-96.96203100000001,TX,1,4601 N MacArthur Blvd,75038,Fiber Only,High School
202,Bldg-524217,24200.34,12000.0,12200.34,32.781611,-96.782425,TX,1,2803 Taylor St,75226,Fiber Only,Retail - Single Tenant
203,Bldg-524173,23025.85,12000.0,11025.849999999999,32.817566,-96.876341,TX,1,7901 Ambassador Row,75247,Fiber Only,Office - Single Tenant
204,Bldg-512776,27822.660000000003,17948.4,9874.260000000002,32.827474,-96.87593299999999,TX,2,1295 Majesty Dr,75247,Fiber Only,Office - Multi Tenant
206,Bldg-483280,45726.92,35865.75,9861.169999999998,32.818724100000004,-97.29261,TX,2,4201 N Beach St,76137,Fiber Only,Office - Multi Tenant
208,Bldg-480727,47981.020000000004,38507.25,9473.770000000004,32.7474538,-97.0409166,TX,2,501 Duncan Perry Rd,76011,On-Net,Office - Multi Tenant
210,Bldg-505847,60430.04,51102.0,9328.04,32.958203999999995,-96.826842,TX,1,4960 Arapaho Rd,75001,Fiber Only,Hotel & Inn
211,Bldg-519551,45453.89,36892.0,8561.89,32.9626527,-97.0140673,TX,2,415 Freeport Pkwy,75019,Fiber Only,Office - Multi Tenant
213,Bldg-409986,33735.28,25896.6,7838.68,32.828377,-96.845801,TX,1,6627 Maple Ave,75235,Fiber Only,Office - Multi Tenant
214,Bldg-016566,33171.39,25387.5,7783.889999999999,32.8879831,-96.94004609999999,TX,1,111 Customer Way,75039,Type 2,Retail - Multi Tenant
215,Bldg-116441,39365.09,32342.25,7022.8399999999965,32.802772999999995,-96.8008657,TX,1,3131 McKinney Ave,75204,Fiber Only,Residential - Multi Tenant
216,Bldg-138036,27440.72,21087.0,6353.720000000001,32.791652899999995,-96.8024,TX,1,2100 McKinney Ave,75201,Fiber Only,Office - Multi Tenant
217,Bldg-525054,18348.36,12000.0,6348.360000000001,33.00556769999999,-96.6786179,TX,1,600 Development Dr,75074,Fiber Only,Office - Multi Tenant
218,Bldg-514231,31163.08,25169.75,5993.330000000002,32.893193800000006,-96.7028848,TX,1,10451 Vista Park Rd,75238,Fiber Only,Office - Multi Tenant
219,Bldg-505848,37377.3,31831.2,5546.100000000002,32.783718699999994,-97.05821759999999,TX,1,2050 N State Highway 360,75050,Fiber Only,Hotel & Inn
220,Bldg-153996,58314.9,52993.0,5321.9000000000015,32.812638,-96.838048,TX,1,5200 Harry Hines,75235,On-Net,Hospital
221,Bldg-126299,38946.34,33936.0,5010.3399999999965,33.0176622,-96.8389426,TX,2,6404 International Pkwy,75093,Fiber Only,Office - Multi Tenant
